xflr5 v6.61

Main Aircraft
LoadCase1
QInf  =,  130.700000 ,m/s
Alpha = ,   2.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.495039
Cy    = ,   0.000000
Cd=,   0.012923,ICd=,    0.006570,PCd=,    0.006353
Cl   = , 1.9951e-14
Cm   =,   -0.640889
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,   10.801434, YCP=,   -0.000000, ZCP=,    1.031413 
XNP=,    0.000000
Bending =,    0.000000

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -32.4965,   4.1006, -6.791, 0.056865, 0.006416, 0.005543,-0.213240,-0.017010, 0.2995, 0.0569, 0.6322, 0.0000
  -32.4825,   4.1031, -6.126, 0.078673, 0.006446, 0.008214,-0.366166,-0.028863, 0.2778, 0.0595, 0.6293, 0.2403
  -32.4545,   4.1082, -5.753, 0.110458, 0.006483, 0.011020,-0.525475,-0.041082, 0.2497, 0.0641, 0.6262, 2.7004
  -32.4125,   4.1157, -5.370, 0.142020, 0.006512, 0.013287,-0.678257,-0.052599, 0.2258, 0.0694, 0.6223,13.3223
  -32.3567,   4.1257, -4.969, 0.172200, 0.006531, 0.014932,-0.821284,-0.063153, 0.2051, 0.0753, 0.6177,44.0867
  -32.2870,   4.1382, -4.564, 0.200606, 0.006546, 0.015987,-0.953001,-0.072634, 0.1871, 0.0814, 0.6126,114.8222
  -32.2035,   4.1532, -4.167, 0.227084, 0.006559, 0.016527,-1.072695,-0.081016, 0.1703, 0.0871, 0.6070,254.7162
  -32.1065,   4.1706, -3.788, 0.251609, 0.006584, 0.016647,-1.180225,-0.088330, 0.1562, 0.0917, 0.6012,503.5250
  -31.9958,   4.1904, -3.434, 0.274236, 0.006606, 0.016448,-1.275875,-0.094651, 0.1441, 0.0963, 0.5951,912.4995
  -31.8718,   4.2127, -3.110, 0.295068, 0.006626, 0.016025,-1.360192,-0.100076, 0.1330, 0.1006, 0.5891,1545.0572
  -31.7345,   4.2373, -2.817, 0.314236, 0.006624, 0.015458,-1.433891,-0.104716, 0.1264, 0.1068, 0.5831,2477.2344
  -31.5842,   4.2643, -2.556, 0.331883, 0.006621, 0.014811,-1.497740,-0.108679, 0.1210, 0.1126, 0.5773,3797.9496
  -31.4210,   4.2936, -2.325, 0.348146, 0.006618, 0.014134,-1.552521,-0.112070, 0.1160, 0.1179, 0.5718,5609.1057
  -31.2450,   4.3251, -2.123, 0.363157, 0.006614, 0.013458,-1.598981,-0.114980, 0.1114, 0.1227, 0.5665,8025.5475
  -31.0566,   4.3589, -1.945, 0.377033, 0.006615, 0.012805,-1.637813,-0.117489, 0.1069, 0.1272, 0.5615,11174.8880
  -30.8559,   4.3949, -1.790, 0.389877, 0.006622, 0.012186,-1.669648,-0.119662, 0.1022, 0.1312, 0.5568,15197.2084
  -30.6432,   4.4331, -1.655, 0.401780, 0.006628, 0.011606,-1.695065,-0.121552, 0.0979, 0.1348, 0.5524,20244.6395
  -30.4188,   4.4733, -1.536, 0.412823, 0.006633, 0.011069,-1.714588,-0.123202, 0.0939, 0.1379, 0.5483,26480.8235
  -30.1829,   4.5157, -1.432, 0.423076, 0.006636, 0.010572,-1.728701,-0.124646, 0.0902, 0.1407, 0.5445,34080.2642
  -29.9358,   4.5600, -1.340, 0.432601, 0.006640, 0.010116,-1.737850,-0.125914, 0.0867, 0.1432, 0.5409,43227.5659
  -29.6778,   4.6063, -1.258, 0.441455, 0.006639, 0.009697,-1.742456,-0.127026, 0.0838, 0.1465, 0.5376,54116.5687
  -29.4093,   4.6544, -1.187, 0.449691, 0.006634, 0.009314,-1.742914,-0.128003, 0.0816, 0.1509, 0.5345,66949.3849
  -29.1305,   4.7045, -1.123, 0.457356, 0.006629, 0.008966,-1.739596,-0.128862, 0.0797, 0.1551, 0.5316,81935.3416
  -28.8418,   4.7563, -1.067, 0.464494, 0.006624, 0.008651,-1.732851,-0.129616, 0.0779, 0.1587, 0.5290,99289.8358
  -28.5435,   4.8098, -1.017, 0.471146, 0.006618, 0.008366,-1.723011,-0.130279, 0.0762, 0.1619, 0.5264,119233.1080
  -28.2361,   4.8649, -0.973, 0.477347, 0.006613, 0.008111,-1.710388,-0.130860, 0.0747, 0.1647, 0.5241,141988.9382
  -27.9198,   4.9216, -0.935, 0.483133, 0.006608, 0.007885,-1.695272,-0.131371, 0.0732, 0.1671, 0.5219,167783.2705
  -27.5951,   4.9799, -0.901, 0.488534, 0.006602, 0.007685,-1.677934,-0.131820, 0.0717, 0.1690, 0.5198,196842.7717
  -27.2624,   5.0396, -0.872, 0.493578, 0.006597, 0.007511,-1.658627,-0.132215, 0.0704, 0.1707, 0.5178,229393.3279
  -26.9220,   5.1006, -0.846, 0.498291, 0.006591, 0.007361,-1.637585,-0.132562, 0.0691, 0.1720, 0.5160,265658.4865
  -26.5745,   5.1630, -0.824, 0.502694, 0.006586, 0.007233,-1.615023,-0.132869, 0.0679, 0.1730, 0.5143,305857.8501
  -26.2201,   5.2266, -0.805, 0.506809, 0.006580, 0.007126,-1.591142,-0.133139, 0.0668, 0.1738, 0.5127,350205.4283
  -25.8594,   5.2913, -0.790, 0.510654, 0.006575, 0.007038,-1.566126,-0.133378, 0.0657, 0.1743, 0.5112,398907.9575
  -25.4927,   5.3570, -0.776, 0.514244, 0.006570, 0.006968,-1.540143,-0.133590, 0.0648, 0.1746, 0.5098,452163.1953
  -25.1206,   5.4238, -0.765, 0.517595, 0.006565, 0.006914,-1.513351,-0.133778, 0.0639, 0.1746, 0.5085,510158.2028
  -24.7435,   5.4915, -0.756, 0.520719, 0.006560, 0.006875,-1.485893,-0.133945, 0.0630, 0.1745, 0.5073,573067.6216
  -24.3618,   5.5599, -0.749, 0.523629, 0.006555, 0.006850,-1.457901,-0.134095, 0.0622, 0.1741, 0.5061,641051.9599
  -23.9760,   5.6291, -0.744, 0.526335, 0.006549, 0.006837,-1.429495,-0.134230, 0.0614, 0.1735, 0.5051,714255.8987
  -23.5865,   5.6990, -0.741, 0.528847, 0.006544, 0.006836,-1.400788,-0.134351, 0.0606, 0.1727, 0.5041,792806.6310
  -23.1940,   5.7694, -0.738, 0.531173, 0.006538, 0.006844,-1.371880,-0.134461, 0.0598, 0.1718, 0.5032,876812.2463
  -22.7987,   5.8403, -0.737, 0.533321, 0.006533, 0.006862,-1.342867,-0.134561, 0.0591, 0.1707, 0.5024,966360.1757
  -22.4013,   5.9116, -0.737, 0.535300, 0.006527, 0.006887,-1.313832,-0.134653, 0.0584, 0.1695, 0.5017,1061515.7088
  -22.0021,   5.9832, -0.738, 0.537114, 0.006521, 0.006919,-1.284856,-0.134737, 0.0577, 0.1681, 0.5010,1162320.5982
  -21.6018,   6.0550, -0.740, 0.538772, 0.006516, 0.006957,-1.256009,-0.134816, 0.0570, 0.1667, 0.5004,1268791.7629
  -21.2007,   6.1270, -0.742, 0.540278, 0.006510, 0.007000,-1.227358,-0.134890, 0.0564, 0.1651, 0.4998,1380920.1059
  -20.7993,   6.1990, -0.745, 0.541640, 0.006504, 0.007047,-1.198962,-0.134960, 0.0558, 0.1634, 0.4993,1498669.4569
  -20.3982,   6.2710, -0.749, 0.542860, 0.006498, 0.007097,-1.170875,-0.135028, 0.0552, 0.1616, 0.4989,1621975.6527
  -19.9979,   6.3428, -0.753, 0.543946, 0.006492, 0.007150,-1.143147,-0.135093, 0.0546, 0.1597, 0.4985,1750745.7674
  -19.5987,   6.4144, -0.757, 0.544903, 0.006486, 0.007204,-1.115822,-0.135157, 0.0541, 0.1577, 0.4982,1884857.5017
  -19.2013,   6.4857, -0.762, 0.545734, 0.006480, 0.007259,-1.088942,-0.135221, 0.0536, 0.1557, 0.4980,2024158.7412
  -18.8060,   6.5566, -0.767, 0.546445, 0.006475, 0.007315,-1.062543,-0.135286, 0.0531, 0.1537, 0.4978,2168467.2917
  -18.4135,   6.6270, -0.772, 0.547040, 0.006469, 0.007370,-1.036658,-0.135351, 0.0526, 0.1516, 0.4976,2317570.7990
  -18.0240,   6.6969, -0.777, 0.547525, 0.006463, 0.007424,-1.011316,-0.135419, 0.0521, 0.1494, 0.4975,2471226.8581
  -17.6382,   6.7661, -0.782, 0.547903, 0.006457, 0.007475,-0.986543,-0.135490, 0.0517, 0.1473, 0.4975,2629163.3162
  -17.2565,   6.8345, -0.786, 0.548180, 0.006451, 0.007524,-0.962364,-0.135565, 0.0513, 0.1451, 0.4975,2791078.7723
  -16.8794,   6.9022, -0.791, 0.548360, 0.006445, 0.007570,-0.938800,-0.135644, 0.0509, 0.1433, 0.4976,2956643.2739
  -16.5073,   6.9690, -0.795, 0.548448, 0.006439, 0.007611,-0.915867,-0.135729, 0.0508, 0.1428, 0.4977,3125499.2107
  -16.1406,   7.0347, -0.799, 0.548449, 0.006434, 0.007647,-0.893583,-0.135820, 0.0507, 0.1423, 0.4979,3297262.4030
  -15.7799,   7.0994, -0.802, 0.548367, 0.006428, 0.007677,-0.871962,-0.135919, 0.0507, 0.1418, 0.4981,3471523.3802
  -15.4255,   7.1630, -0.805, 0.548208, 0.006423, 0.007701,-0.851015,-0.136027, 0.0506, 0.1413, 0.4984,3647848.8450
  -15.0780,   7.2254, -0.807, 0.547977, 0.006417, 0.007716,-0.830754,-0.136143, 0.0506, 0.1407, 0.4987,3825783.3151
  -14.7376,   7.2864, -0.808, 0.547678, 0.006412, 0.007724,-0.811185,-0.136270, 0.0505, 0.1401, 0.4991,4004850.9346
  -14.4049,   7.3461, -0.808, 0.547317, 0.006407, 0.007721,-0.792317,-0.136408, 0.0505, 0.1395, 0.4995,4184557.4438
  -14.0802,   7.4044, -0.807, 0.546899, 0.006402, 0.007707,-0.774155,-0.136558, 0.0505, 0.1389, 0.5000,4364392.2975
  -13.7639,   7.4611, -0.805, 0.546431, 0.006397, 0.007682,-0.756704,-0.136720, 0.0505, 0.1383, 0.5005,4543830.9175
  -13.4565,   7.5162, -0.802, 0.545916, 0.006392, 0.007643,-0.739967,-0.136895, 0.0505, 0.1377, 0.5011,4722337.0660
  -13.1582,   7.5697, -0.797, 0.545362, 0.006387, 0.007589,-0.723946,-0.137083, 0.0505, 0.1371, 0.5017,4899365.3245
  -12.8695,   7.6215, -0.791, 0.544774, 0.006382, 0.007518,-0.708641,-0.137285, 0.0505, 0.1365, 0.5024,5074363.6631
  -12.5907,   7.6716, -0.782, 0.544158, 0.006377, 0.007429,-0.694055,-0.137501, 0.0506, 0.1358, 0.5030,5246776.0822
  -12.3222,   7.7197, -0.771, 0.543521, 0.006373, 0.007318,-0.680185,-0.137731, 0.0506, 0.1352, 0.5038,5416045.3109
  -12.0642,   7.7660, -0.758, 0.542869, 0.006369, 0.007185,-0.667031,-0.137974, 0.0506, 0.1346, 0.5045,5581615.5425
  -11.8171,   7.8103, -0.742, 0.542208, 0.006365, 0.007026,-0.654592,-0.138230, 0.0507, 0.1340, 0.5053,5742935.1909
  -11.5812,   7.8527, -0.723, 0.541547, 0.006361, 0.006837,-0.642866,-0.138500, 0.0507, 0.1334, 0.5061,5899459.6491
  -11.3568,   7.8929, -0.701, 0.540892, 0.006357, 0.006616,-0.631850,-0.138782, 0.0507, 0.1329, 0.5070,6050654.0315
  -11.1441,   7.9311, -0.674, 0.540251, 0.006353, 0.006358,-0.621544,-0.139076, 0.0508, 0.1323, 0.5078,6195995.8824
  -10.9434,   7.9671, -0.643, 0.539633, 0.006350, 0.006058,-0.611944,-0.139382, 0.0508, 0.1318, 0.5087,6334977.8335
  -10.7550,   8.0009, -0.607, 0.539044, 0.006346, 0.005711,-0.603049,-0.139699, 0.0508, 0.1313, 0.5096,6467110.1938
  -10.5790,   8.0324, -0.565, 0.538495, 0.006343, 0.005311,-0.594858,-0.140028, 0.0509, 0.1308, 0.5105,6591923.4543
  -10.4158,   8.0617, -0.516, 0.537994, 0.006341, 0.004852,-0.587369,-0.140368, 0.0509, 0.1304, 0.5113,6708970.6943
  -10.2655,   8.0887, -0.461, 0.537551, 0.006338, 0.004325,-0.580582,-0.140719, 0.0509, 0.1300, 0.5122,6817829.8733
  -10.1282,   8.1133, -0.397, 0.537176, 0.006336, 0.003721,-0.574497,-0.141080, 0.0510, 0.1297, 0.5131,6918105.9956
  -10.0042,   8.1356, -0.323, 0.536879, 0.006334, 0.003033,-0.569111,-0.141452, 0.0510, 0.1294, 0.5139,7009433.1373
   -9.8935,   8.1554, -0.240, 0.536670, 0.006332, 0.002248,-0.564425,-0.141832, 0.0510, 0.1291, 0.5148,7091476.3227
   -9.7965,   8.1728, -0.144, 0.536559, 0.006330, 0.001359,-0.560435,-0.142219, 0.0510, 0.1289, 0.5156,7163933.2434
   -9.7130,   8.1878, -0.037, 0.536558, 0.006329, 0.000354,-0.557134,-0.142607, 0.0509, 0.1288, 0.5163,7226535.8122
   -9.6433,   8.2003,  0.084, 0.536680, 0.006328,-0.000775,-0.554511,-0.142988, 0.0509, 0.1288, 0.5170,7279051.5456
   -9.5875,   8.2103,  0.218, 0.536951, 0.006328,-0.002030,-0.552542,-0.143345, 0.0509, 0.1288, 0.5176,7321284.7711
   -9.5455,   8.2178,  0.365, 0.537442, 0.006327,-0.003401,-0.551196,-0.143658, 0.0508, 0.1289, 0.5181,7353077.6563
   -9.5175,   8.2229,  0.515, 0.538501, 0.006328,-0.004792,-0.550434,-0.143910, 0.0506, 0.1293, 0.5184,7374311.0554
   -9.5035,   8.2254,  0.567, 0.544710, 0.006332,-0.005167,-0.550207,-0.144091, 0.0498, 0.1317, 0.5186,7384905.1689
   -9.4905,   8.2317,  0.440, 0.538701, 0.006327,-0.004252,-0.549770,-0.144185, 0.0506, 0.1293, 0.5189,7394924.9871
